"X","date","store_nbr","item_nbr","units","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","snowfall","perciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","RA","FZ","FG","BR","UP","MI","SN","HZ","VC","TS","DZ","BL","BC","DU","SQ","PL","FU","GR","GS","SG","PR","FG2"
1580543,"2012-11-15",37,15,1,44,24,34,0,26,31,31,0,0,0,0,0,24.48,30.38,2.5,15,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580573,"2012-11-15",37,45,44,44,24,34,0,26,31,31,0,0,0,0,0,24.48,30.38,2.5,15,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585528,"2012-11-16",37,5,17,88,29,0,0,23,35,0,0,0,0,0,0,24.32,30.16,3.8,17,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585538,"2012-11-16",37,15,6,88,29,0,0,23,35,0,0,0,0,0,0,24.32,30.16,3.8,17,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585568,"2012-11-16",37,45,56,88,29,0,0,23,35,0,0,0,0,0,0,24.32,30.16,3.8,17,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585576,"2012-11-16",37,53,2,88,29,0,0,23,35,0,0,0,0,0,0,24.32,30.16,3.8,17,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590523,"2012-11-17",37,5,50,62,37,50,0,23,37,15,0,0,0,0,0,24.26,30.03,3.3,19,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590533,"2012-11-17",37,15,3,62,37,50,0,23,37,15,0,0,0,0,0,24.26,30.03,3.3,19,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590563,"2012-11-17",37,45,89,62,37,50,0,23,37,15,0,0,0,0,0,24.26,30.03,3.3,19,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590571,"2012-11-17",37,53,1,62,37,50,0,23,37,15,0,0,0,0,0,24.26,30.03,3.3,19,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595518,"2012-11-18",37,5,47,61,32,47,0,22,35,18,0,0,0,0,0,24.23,29.99,3.6,20,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595528,"2012-11-18",37,15,5,61,32,47,0,22,35,18,0,0,0,0,0,24.23,29.99,3.6,20,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595558,"2012-11-18",37,45,74,61,32,47,0,22,35,18,0,0,0,0,0,24.23,29.99,3.6,20,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595566,"2012-11-18",37,53,1,61,32,47,0,22,35,18,0,0,0,0,0,24.23,29.99,3.6,20,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600513,"2012-11-19",37,5,84,55,30,43,0,21,34,22,0,0,0,0,0,24.38,30.2,2.5,20,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600523,"2012-11-19",37,15,2,55,30,43,0,21,34,22,0,0,0,0,0,24.38,30.2,2.5,20,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600553,"2012-11-19",37,45,66,55,30,43,0,21,34,22,0,0,0,0,0,24.38,30.2,2.5,20,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605508,"2012-11-20",37,5,32,66,29,48,0,17,35,17,0,0,0,0,0,24.34,30.15,5.9,17,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605518,"2012-11-20",37,15,3,66,29,48,0,17,35,17,0,0,0,0,0,24.34,30.15,5.9,17,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605548,"2012-11-20",37,45,77,66,29,48,0,17,35,17,0,0,0,0,0,24.34,30.15,5.9,17,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610503,"2012-11-21",37,5,29,70,37,54,0,14,36,11,0,0,0,0,0,24.18,29.91,3,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610543,"2012-11-21",37,45,61,70,37,54,0,14,36,11,0,0,0,0,0,24.18,29.91,3,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615498,"2012-11-22",37,5,14,50,25,38,0,18,32,27,0,0,0,0,0,24.37,30.14,4.8,12,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615538,"2012-11-22",37,45,6,50,25,38,0,18,32,27,0,0,0,0,0,24.37,30.14,4.8,12,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620493,"2012-11-23",37,5,37,53,20,37,0,16,28,28,0,0,0,0,0,24.5,30.43,2.5,20,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620533,"2012-11-23",37,45,40,53,20,37,0,16,28,28,0,0,0,0,0,24.5,30.43,2.5,20,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625488,"2012-11-24",37,5,37,58,32,45,0,11,33,20,0,0,0,0,0,24.24,30.03,4.1,19,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625528,"2012-11-24",37,45,72,58,32,45,0,11,33,20,0,0,0,0,0,24.24,30.03,4.1,19,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625536,"2012-11-24",37,53,1,58,32,45,0,11,33,20,0,0,0,0,0,24.24,30.03,4.1,19,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630483,"2012-11-25",37,5,61,63,30,47,0,10,34,18,0,0,0,0,0,24.11,29.85,5,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630523,"2012-11-25",37,45,87,63,30,47,0,10,34,18,0,0,0,0,0,24.11,29.85,5,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630531,"2012-11-25",37,53,4,63,30,47,0,10,34,18,0,0,0,0,0,24.11,29.85,5,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635478,"2012-11-26",37,5,41,33,19,26,0,22,25,39,0,0,0,0,0,24.37,30.28,1.6,35,5.1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1635488,"2012-11-26",37,15,2,33,19,26,0,22,25,39,0,0,0,0,0,24.37,30.28,1.6,35,5.1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1635518,"2012-11-26",37,45,49,33,19,26,0,22,25,39,0,0,0,0,0,24.37,30.28,1.6,35,5.1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1640473,"2012-11-27",37,5,34,59,19,39,0,3,28,26,0,0,0,0,0,24.34,30.21,3.9,18,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640513,"2012-11-27",37,45,71,59,19,39,0,3,28,26,0,0,0,0,0,24.34,30.21,3.9,18,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645468,"2012-11-28",37,5,54,58,26,42,0,5,29,23,0,0,0,0,0,24.32,30.15,3.9,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645508,"2012-11-28",37,45,42,58,26,42,0,5,29,23,0,0,0,0,0,24.32,30.15,3.9,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650463,"2012-11-29",37,5,30,62,27,45,0,16,34,20,0,0,0,0,0,24.24,30.01,2.3,19,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650503,"2012-11-29",37,45,55,62,27,45,0,16,34,20,0,0,0,0,0,24.24,30.01,2.3,19,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655458,"2012-11-30",37,5,50,63,30,47,0,20,35,18,0,0,0,0,0,24.16,29.92,1.9,21,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655498,"2012-11-30",37,45,52,63,30,47,0,20,35,18,0,0,0,0,0,24.16,29.92,1.9,21,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655506,"2012-11-30",37,53,1,63,30,47,0,20,35,18,0,0,0,0,0,24.16,29.92,1.9,21,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660453,"2012-12-01",37,5,56,63,33,48,0,22,37,17,0,0,0,0,0,24.18,29.9,1.6,21,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660463,"2012-12-01",37,15,2,63,33,48,0,22,37,17,0,0,0,0,0,24.18,29.9,1.6,21,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660493,"2012-12-01",37,45,78,63,33,48,0,22,37,17,0,0,0,0,0,24.18,29.9,1.6,21,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660501,"2012-12-01",37,53,2,63,33,48,0,22,37,17,0,0,0,0,0,24.18,29.9,1.6,21,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665448,"2012-12-02",37,5,71,68,34,51,0,12,36,14,0,0,0,0,0,24.06,29.77,9,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665458,"2012-12-02",37,15,1,68,34,51,0,12,36,14,0,0,0,0,0,24.06,29.77,9,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665488,"2012-12-02",37,45,88,68,34,51,0,12,36,14,0,0,0,0,0,24.06,29.77,9,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665496,"2012-12-02",37,53,1,68,34,51,0,12,36,14,0,0,0,0,0,24.06,29.77,9,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670443,"2012-12-03",37,5,46,54,28,41,0,16,33,24,0,0,0,0,0,24.23,29.94,4.3,13,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670453,"2012-12-03",37,15,4,54,28,41,0,16,33,24,0,0,0,0,0,24.23,29.94,4.3,13,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670483,"2012-12-03",37,45,65,54,28,41,0,16,33,24,0,0,0,0,0,24.23,29.94,4.3,13,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675438,"2012-12-04",37,5,41,56,21,39,0,13,30,26,0,0,0,0,0,24.39,30.26,3.3,17,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675478,"2012-12-04",37,45,60,56,21,39,0,13,30,26,0,0,0,0,0,24.39,30.26,3.3,17,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680433,"2012-12-05",37,5,45,69,41,0,0,24,41,0,0,0,0,0,0,24.18,29.9,5.7,22,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680473,"2012-12-05",37,45,51,69,41,0,0,24,41,0,0,0,0,0,0,24.18,29.9,5.7,22,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685428,"2012-12-06",37,5,46,50,28,39,0,29,36,26,0,0,0,0,0,24.14,29.9,3.4,10,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685438,"2012-12-06",37,15,2,50,28,39,0,29,36,26,0,0,0,0,0,24.14,29.9,3.4,10,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685468,"2012-12-06",37,45,56,50,28,39,0,29,36,26,0,0,0,0,0,24.14,29.9,3.4,10,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690423,"2012-12-07",37,5,40,53,24,39,0,21,29,26,0,0,0,0,0,24.08,29.88,4.7,13,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690463,"2012-12-07",37,45,81,53,24,39,0,21,29,26,0,0,0,0,0,24.08,29.88,4.7,13,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695418,"2012-12-08",37,5,87,52,20,36,0,18,27,29,0,0,0,0,0.04,23.98,29.78,2.2,9,8.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695428,"2012-12-08",37,15,2,52,20,36,0,18,27,29,0,0,0,0,0.04,23.98,29.78,2.2,9,8.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695458,"2012-12-08",37,45,98,52,20,36,0,18,27,29,0,0,0,0,0.04,23.98,29.78,2.2,9,8.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695466,"2012-12-08",37,53,1,52,20,36,0,18,27,29,0,0,0,0,0.04,23.98,29.78,2.2,9,8.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700413,"2012-12-09",37,5,79,22,4,13,0,3,12,52,0,0,0,0,0,24.24,30.21,3.7,5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700423,"2012-12-09",37,15,48,22,4,13,0,3,12,52,0,0,0,0,0,24.24,30.21,3.7,5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700453,"2012-12-09",37,45,67,22,4,13,0,3,12,52,0,0,0,0,0,24.24,30.21,3.7,5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700461,"2012-12-09",37,53,2,22,4,13,0,3,12,52,0,0,0,0,0,24.24,30.21,3.7,5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705408,"2012-12-10",37,5,42,36,5,21,0,6,19,44,0,0,0,0,0.01,24.09,30.04,2.8,27,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705418,"2012-12-10",37,15,22,36,5,21,0,6,19,44,0,0,0,0,0.01,24.09,30.04,2.8,27,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705448,"2012-12-10",37,45,49,36,5,21,0,6,19,44,0,0,0,0,0.01,24.09,30.04,2.8,27,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710403,"2012-12-11",37,5,33,35,12,24,0,14,21,41,0,0,0,0,0.02,24.07,29.98,7.1,17,8.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710413,"2012-12-11",37,15,12,35,12,24,0,14,21,41,0,0,0,0,0.02,24.07,29.98,7.1,17,8.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710443,"2012-12-11",37,45,61,35,12,24,0,14,21,41,0,0,0,0,0.02,24.07,29.98,7.1,17,8.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715398,"2012-12-12",37,5,35,55,24,40,0,14,31,25,0,0,0,0,0,24.04,29.82,13.6,20,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715408,"2012-12-12",37,15,6,55,24,40,0,14,31,25,0,0,0,0,0,24.04,29.82,13.6,20,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715438,"2012-12-12",37,45,52,55,24,40,0,14,31,25,0,0,0,0,0,24.04,29.82,13.6,20,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720393,"2012-12-13",37,5,62,54,32,43,0,12,31,22,0,0,0,0,0,24.14,29.91,8.1,21,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720433,"2012-12-13",37,45,47,54,32,43,0,12,31,22,0,0,0,0,0,24.14,29.91,8.1,21,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725388,"2012-12-14",37,5,21,46,25,36,0,16,29,29,0,0,0,0,0,23.88,29.64,3.3,22,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725398,"2012-12-14",37,15,1,46,25,36,0,16,29,29,0,0,0,0,0,23.88,29.64,3.3,22,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725428,"2012-12-14",37,45,55,46,25,36,0,16,29,29,0,0,0,0,0,23.88,29.64,3.3,22,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725436,"2012-12-14",37,53,1,46,25,36,0,16,29,29,0,0,0,0,0,23.88,29.64,3.3,22,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730383,"2012-12-15",37,5,51,46,23,35,0,20,28,30,0,0,0,0,0,23.93,29.72,3.5,22,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730393,"2012-12-15",37,15,3,46,23,35,0,20,28,30,0,0,0,0,0,23.93,29.72,3.5,22,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730423,"2012-12-15",37,45,78,46,23,35,0,20,28,30,0,0,0,0,0,23.93,29.72,3.5,22,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730431,"2012-12-15",37,53,1,46,23,35,0,20,28,30,0,0,0,0,0,23.93,29.72,3.5,22,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735378,"2012-12-16",37,5,42,43,16,30,0,12,24,35,0,0,0,0,0,23.95,29.77,3.6,29,7.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1735388,"2012-12-16",37,15,2,43,16,30,0,12,24,35,0,0,0,0,0,23.95,29.77,3.6,29,7.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1735418,"2012-12-16",37,45,108,43,16,30,0,12,24,35,0,0,0,0,0,23.95,29.77,3.6,29,7.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1735426,"2012-12-16",37,53,2,43,16,30,0,12,24,35,0,0,0,0,0,23.95,29.77,3.6,29,7.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1740373,"2012-12-17",37,5,37,51,22,37,0,12,28,28,0,0,0,0,0,23.9,29.68,9,23,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740383,"2012-12-17",37,15,6,51,22,37,0,12,28,28,0,0,0,0,0,23.9,29.68,9,23,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740413,"2012-12-17",37,45,58,51,22,37,0,12,28,28,0,0,0,0,0,23.9,29.68,9,23,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745368,"2012-12-18",37,5,44,45,24,35,0,19,27,30,0,0,0,0,0,23.93,29.72,1.1,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745378,"2012-12-18",37,15,16,45,24,35,0,19,27,30,0,0,0,0,0,23.93,29.72,1.1,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745408,"2012-12-18",37,45,62,45,24,35,0,19,27,30,0,0,0,0,0,23.93,29.72,1.1,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750363,"2012-12-19",37,5,19,24,5,15,0,11,15,50,0,0,0,0,0.01,24.08,30,11.2,35,13.2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1750403,"2012-12-19",37,45,43,24,5,15,0,11,15,50,0,0,0,0,0.01,24.08,30,11.2,35,13.2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1755358,"2012-12-20",37,5,30,44,4,24,0,4,20,41,0,0,0,0,0,24.34,30.32,6.8,23,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755398,"2012-12-20",37,45,39,44,4,24,0,4,20,41,0,0,0,0,0,24.34,30.32,6.8,23,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760353,"2012-12-21",37,5,34,49,19,34,0,7,26,31,0,0,0,0,0,24.3,30.18,7,20,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760393,"2012-12-21",37,45,55,49,19,34,0,7,26,31,0,0,0,0,0,24.3,30.18,7,20,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765348,"2012-12-22",37,5,76,49,23,36,0,9,26,29,0,0,0,0,0,24.18,30.03,4.5,16,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765388,"2012-12-22",37,45,77,49,23,36,0,9,26,29,0,0,0,0,0,24.18,30.03,4.5,16,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770343,"2012-12-23",37,5,36,51,27,39,0,9,29,26,0,0,0,0,0,24.11,29.9,5.7,19,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770383,"2012-12-23",37,45,83,51,27,39,0,9,29,26,0,0,0,0,0,24.11,29.9,5.7,19,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775338,"2012-12-24",37,5,35,35,17,26,0,17,24,39,0,0,0,0,0.02,24,29.84,4.1,32,7.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775348,"2012-12-24",37,15,3,35,17,26,0,17,24,39,0,0,0,0,0.02,24,29.84,4.1,32,7.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775378,"2012-12-24",37,45,38,35,17,26,0,17,24,39,0,0,0,0,0.02,24,29.84,4.1,32,7.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780333,"2012-12-26",37,5,19,28,2,15,0,10,14,50,0,0,0,0,0,23.92,29.91,0.7,1,2.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780343,"2012-12-26",37,15,1,28,2,15,0,10,14,50,0,0,0,0,0,23.92,29.91,0.7,1,2.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780373,"2012-12-26",37,45,47,28,2,15,0,10,14,50,0,0,0,0,0,23.92,29.91,0.7,1,2.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785328,"2012-12-27",37,5,49,29,4,17,0,12,15,48,0,0,0,0,0,23.95,29.88,4.1,12,5.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785368,"2012-12-27",37,45,60,29,4,17,0,12,15,48,0,0,0,0,0,23.95,29.88,4.1,12,5.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790323,"2012-12-28",37,5,26,29,8,19,0,5,14,46,0,0,0,0,0,24.16,30.13,2,18,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790333,"2012-12-28",37,15,4,29,8,19,0,5,14,46,0,0,0,0,0,24.16,30.13,2,18,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790363,"2012-12-28",37,45,62,29,8,19,0,5,14,46,0,0,0,0,0,24.16,30.13,2,18,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795318,"2012-12-29",37,5,71,38,6,22,0,3,16,43,0,0,0,0,0,24.19,30.18,2.9,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795328,"2012-12-29",37,15,1,38,6,22,0,3,16,43,0,0,0,0,0,24.19,30.18,2.9,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795358,"2012-12-29",37,45,86,38,6,22,0,3,16,43,0,0,0,0,0,24.19,30.18,2.9,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795366,"2012-12-29",37,53,3,38,6,22,0,3,16,43,0,0,0,0,0,24.19,30.18,2.9,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800313,"2012-12-30",37,5,75,43,11,27,0,7,20,38,0,0,0,0,0,24.11,30.02,3.1,20,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800353,"2012-12-30",37,45,58,43,11,27,0,7,20,38,0,0,0,0,0,24.11,30.02,3.1,20,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800361,"2012-12-30",37,53,1,43,11,27,0,7,20,38,0,0,0,0,0,24.11,30.02,3.1,20,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805308,"2012-12-31",37,5,70,24,10,17,0,12,0,48,0,0,0,0,0,24.14,30.1,0.3,22,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805318,"2012-12-31",37,15,2,24,10,17,0,12,0,48,0,0,0,0,0,24.14,30.1,0.3,22,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805348,"2012-12-31",37,45,46,24,10,17,0,12,0,48,0,0,0,0,0,24.14,30.1,0.3,22,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810303,"2013-01-01",37,5,32,28,7,18,0,6,13,47,0,0,0,0,0,24.24,30.25,2.5,20,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
