,X,date,store_nbr,item_nbr,units,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,perciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,RA,FZ,FG,BR,UP,MI,SN,HZ,VC,TS,DZ,BL,BC,DU,SQ,PL,FU,GR,GS,SG,PR,FG2,is_weekend,is_holiday,is_holiday_weekday,is_holiday_weekend,spring,summer,fall
645,855756,2012-06-23,32,58,5,100,62,81,0,28,54,0,16,0,0,0,0.0,24.14,29.65,5.1,18,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
646,855791,2012-06-23,32,93,9,100,62,81,0,28,54,0,16,0,0,0,0.0,24.14,29.65,5.1,18,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
647,860702,2012-06-24,32,9,23,97,62,80,0,35,57,0,15,0,0,0,0.0,24.29,29.82,2.4,32,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
648,860712,2012-06-24,32,19,3,97,62,80,0,35,57,0,15,0,0,0,0.0,24.29,29.82,2.4,32,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
649,860738,2012-06-24,32,45,43,97,62,80,0,35,57,0,15,0,0,0,0.0,24.29,29.82,2.4,32,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
650,860751,2012-06-24,32,58,3,97,62,80,0,35,57,0,15,0,0,0,0.0,24.29,29.82,2.4,32,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
651,860786,2012-06-24,32,93,1,97,62,80,0,35,57,0,15,0,0,0,0.0,24.29,29.82,2.4,32,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
652,865697,2012-06-25,32,9,8,100,64,82,0,31,56,0,17,0,0,0,0.0,24.23,29.77,8.3,19,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
653,865733,2012-06-25,32,45,69,100,64,82,0,31,56,0,17,0,0,0,0.0,24.23,29.77,8.3,19,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
654,865746,2012-06-25,32,58,1,100,64,82,0,31,56,0,17,0,0,0,0.0,24.23,29.77,8.3,19,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
655,865781,2012-06-25,32,93,1,100,64,82,0,31,56,0,17,0,0,0,0.0,24.23,29.77,8.3,19,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
656,870692,2012-06-26,32,9,38,99,64,82,0,36,56,0,17,0,0,0,0.0,24.16,29.67,6.5,23,10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
657,870728,2012-06-26,32,45,59,99,64,82,0,36,56,0,17,0,0,0,0.0,24.16,29.67,6.5,23,10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
658,870741,2012-06-26,32,58,2,99,64,82,0,36,56,0,17,0,0,0,0.0,24.16,29.67,6.5,23,10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,870776,2012-06-26,32,93,7,99,64,82,0,36,56,0,17,0,0,0,0.0,24.16,29.67,6.5,23,10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
660,875687,2012-06-27,32,9,35,93,65,79,0,46,59,0,14,0,0,0,0.02,24.26,29.8,6.0,22,9.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
661,875723,2012-06-27,32,45,52,93,65,79,0,46,59,0,14,0,0,0,0.02,24.26,29.8,6.0,22,9.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
662,875736,2012-06-27,32,58,1,93,65,79,0,46,59,0,14,0,0,0,0.02,24.26,29.8,6.0,22,9.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
663,875771,2012-06-27,32,93,9,93,65,79,0,46,59,0,14,0,0,0,0.02,24.26,29.8,6.0,22,9.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
664,880682,2012-06-28,32,9,18,93,60,77,0,43,57,0,12,0,0,0,0.0,24.36,29.96,5.3,24,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
665,880692,2012-06-28,32,19,1,93,60,77,0,43,57,0,12,0,0,0,0.0,24.36,29.96,5.3,24,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
666,880718,2012-06-28,32,45,45,93,60,77,0,43,57,0,12,0,0,0,0.0,24.36,29.96,5.3,24,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
667,880731,2012-06-28,32,58,1,93,60,77,0,43,57,0,12,0,0,0,0.0,24.36,29.96,5.3,24,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
668,880759,2012-06-28,32,86,1,93,60,77,0,43,57,0,12,0,0,0,0.0,24.36,29.96,5.3,24,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
669,880766,2012-06-28,32,93,13,93,60,77,0,43,57,0,12,0,0,0,0.0,24.36,29.96,5.3,24,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
670,885677,2012-06-29,32,9,26,95,62,79,0,39,57,0,14,0,0,0,0.0,24.29,29.87,2.3,23,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
671,885713,2012-06-29,32,45,50,95,62,79,0,39,57,0,14,0,0,0,0.0,24.29,29.87,2.3,23,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
672,885761,2012-06-29,32,93,5,95,62,79,0,39,57,0,14,0,0,0,0.0,24.29,29.87,2.3,23,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
673,890672,2012-06-30,32,9,28,93,63,78,0,38,56,0,13,0,0,0,0.0,24.25,29.82,4.1,24,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
674,890708,2012-06-30,32,45,47,93,63,78,0,38,56,0,13,0,0,0,0.0,24.25,29.82,4.1,24,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
675,890721,2012-06-30,32,58,5,93,63,78,0,38,56,0,13,0,0,0,0.0,24.25,29.82,4.1,24,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
676,890749,2012-06-30,32,86,1,93,63,78,0,38,56,0,13,0,0,0,0.0,24.25,29.82,4.1,24,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
677,890756,2012-06-30,32,93,6,93,63,78,0,38,56,0,13,0,0,0,0.0,24.25,29.82,4.1,24,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
678,895667,2012-07-01,32,9,30,95,64,80,0,41,58,0,15,0,0,0,0.02,24.21,29.76,9.2,16,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
679,895703,2012-07-01,32,45,57,95,64,80,0,41,58,0,15,0,0,0,0.02,24.21,29.76,9.2,16,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
680,895716,2012-07-01,32,58,2,95,64,80,0,41,58,0,15,0,0,0,0.02,24.21,29.76,9.2,16,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
681,895751,2012-07-01,32,93,7,95,64,80,0,41,58,0,15,0,0,0,0.02,24.21,29.76,9.2,16,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
682,900662,2012-07-02,32,9,49,97,65,81,0,44,59,0,16,0,0,0,0.0,24.24,29.79,1.7,24,10.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
683,900698,2012-07-02,32,45,61,97,65,81,0,44,59,0,16,0,0,0,0.0,24.24,29.79,1.7,24,10.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
684,900711,2012-07-02,32,58,10,97,65,81,0,44,59,0,16,0,0,0,0.0,24.24,29.79,1.7,24,10.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
685,900739,2012-07-02,32,86,2,97,65,81,0,44,59,0,16,0,0,0,0.0,24.24,29.79,1.7,24,10.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
686,900746,2012-07-02,32,93,11,97,65,81,0,44,59,0,16,0,0,0,0.0,24.24,29.79,1.7,24,10.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
687,905657,2012-07-03,32,9,51,94,66,80,0,46,58,0,15,0,0,0,0.0,24.23,29.79,6.5,23,10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
688,905693,2012-07-03,32,45,47,94,66,80,0,46,58,0,15,0,0,0,0.0,24.23,29.79,6.5,23,10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
689,905734,2012-07-03,32,86,4,94,66,80,0,46,58,0,15,0,0,0,0.0,24.23,29.79,6.5,23,10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
690,905741,2012-07-03,32,93,2,94,66,80,0,46,58,0,15,0,0,0,0.0,24.23,29.79,6.5,23,10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
691,910652,2012-07-04,32,9,8,93,61,77,0,42,58,0,12,0,0,0,0.0,24.2,29.75,2.4,35,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
692,910688,2012-07-04,32,45,45,93,61,77,0,42,58,0,12,0,0,0,0.0,24.2,29.75,2.4,35,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
693,910701,2012-07-04,32,58,5,93,61,77,0,42,58,0,12,0,0,0,0.0,24.2,29.75,2.4,35,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
694,910729,2012-07-04,32,86,4,93,61,77,0,42,58,0,12,0,0,0,0.0,24.2,29.75,2.4,35,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
695,910736,2012-07-04,32,93,14,93,61,77,0,42,58,0,12,0,0,0,0.0,24.2,29.75,2.4,35,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
696,915647,2012-07-05,32,9,47,95,66,81,0,50,62,0,16,0,0,0,0.0,24.23,29.77,3.1,13,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
697,915683,2012-07-05,32,45,35,95,66,81,0,50,62,0,16,0,0,0,0.0,24.23,29.77,3.1,13,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
698,915696,2012-07-05,32,58,1,95,66,81,0,50,62,0,16,0,0,0,0.0,24.23,29.77,3.1,13,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
699,915731,2012-07-05,32,93,5,95,66,81,0,50,62,0,16,0,0,0,0.0,24.23,29.77,3.1,13,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
700,920642,2012-07-06,32,9,36,85,60,73,0,54,60,0,8,0,0,0,0.22,24.39,29.99,4.5,36,7.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
701,920678,2012-07-06,32,45,33,85,60,73,0,54,60,0,8,0,0,0,0.22,24.39,29.99,4.5,36,7.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
702,920726,2012-07-06,32,93,3,85,60,73,0,54,60,0,8,0,0,0,0.22,24.39,29.99,4.5,36,7.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
703,925637,2012-07-07,32,9,83,81,60,71,0,58,61,0,6,0,0,0,1.23,24.49,30.18,2.3,12,6.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
704,925647,2012-07-07,32,19,1,81,60,71,0,58,61,0,6,0,0,0,1.23,24.49,30.18,2.3,12,6.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
705,925673,2012-07-07,32,45,59,81,60,71,0,58,61,0,6,0,0,0,1.23,24.49,30.18,2.3,12,6.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
706,925686,2012-07-07,32,58,3,81,60,71,0,58,61,0,6,0,0,0,1.23,24.49,30.18,2.3,12,6.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
707,925721,2012-07-07,32,93,40,81,60,71,0,58,61,0,6,0,0,0,1.23,24.49,30.18,2.3,12,6.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
708,930632,2012-07-08,32,9,25,74,60,67,0,59,61,0,2,0,0,0,0.03,24.5,30.2,2.2,35,3.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
709,930668,2012-07-08,32,45,72,74,60,67,0,59,61,0,2,0,0,0,0.03,24.5,30.2,2.2,35,3.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
710,930716,2012-07-08,32,93,7,74,60,67,0,59,61,0,2,0,0,0,0.03,24.5,30.2,2.2,35,3.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
711,935627,2012-07-09,32,9,22,77,60,69,0,57,61,0,4,0,0,0,0.43,24.5,30.19,1.8,12,4.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
712,935637,2012-07-09,32,19,1,77,60,69,0,57,61,0,4,0,0,0,0.43,24.5,30.19,1.8,12,4.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
713,935663,2012-07-09,32,45,33,77,60,69,0,57,61,0,4,0,0,0,0.43,24.5,30.19,1.8,12,4.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
714,935711,2012-07-09,32,93,6,77,60,69,0,57,61,0,4,0,0,0,0.43,24.5,30.19,1.8,12,4.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
715,940622,2012-07-10,32,9,31,83,59,71,0,53,60,0,6,0,0,0,0.0,24.44,30.11,4.5,14,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
716,940632,2012-07-10,32,19,1,83,59,71,0,53,60,0,6,0,0,0,0.0,24.44,30.11,4.5,14,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
717,940658,2012-07-10,32,45,42,83,59,71,0,53,60,0,6,0,0,0,0.0,24.44,30.11,4.5,14,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
718,940671,2012-07-10,32,58,3,83,59,71,0,53,60,0,6,0,0,0,0.0,24.44,30.11,4.5,14,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
719,945617,2012-07-11,32,9,20,87,59,73,0,51,60,0,8,0,0,0,0.0,24.38,30.01,3.9,17,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
720,945653,2012-07-11,32,45,47,87,59,73,0,51,60,0,8,0,0,0,0.0,24.38,30.01,3.9,17,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721,950612,2012-07-12,32,9,22,89,60,75,0,46,58,0,10,0,0,0,0.0,24.37,29.96,2.1,27,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
722,950622,2012-07-12,32,19,3,89,60,75,0,46,58,0,10,0,0,0,0.0,24.37,29.96,2.1,27,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
723,950648,2012-07-12,32,45,46,89,60,75,0,46,58,0,10,0,0,0,0.0,24.37,29.96,2.1,27,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
724,950661,2012-07-12,32,58,6,89,60,75,0,46,58,0,10,0,0,0,0.0,24.37,29.96,2.1,27,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
725,950689,2012-07-12,32,86,3,89,60,75,0,46,58,0,10,0,0,0,0.0,24.37,29.96,2.1,27,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
726,955607,2012-07-13,32,9,18,92,60,76,0,44,58,0,11,0,0,0,0.0,24.38,29.97,2.6,17,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
727,955643,2012-07-13,32,45,41,92,60,76,0,44,58,0,11,0,0,0,0.0,24.38,29.97,2.6,17,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
728,955656,2012-07-13,32,58,9,92,60,76,0,44,58,0,11,0,0,0,0.0,24.38,29.97,2.6,17,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
729,955684,2012-07-13,32,86,1,92,60,76,0,44,58,0,11,0,0,0,0.0,24.38,29.97,2.6,17,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
730,955691,2012-07-13,32,93,1,92,60,76,0,44,58,0,11,0,0,0,0.0,24.38,29.97,2.6,17,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
731,960602,2012-07-14,32,9,8,92,60,76,0,45,58,0,11,0,0,0,0.0,24.34,29.93,6.6,19,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
732,960638,2012-07-14,32,45,52,92,60,76,0,45,58,0,11,0,0,0,0.0,24.34,29.93,6.6,19,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
733,965597,2012-07-15,32,9,79,93,63,78,0,46,59,0,13,0,0,0,0.0,24.27,29.84,2.9,18,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
734,965633,2012-07-15,32,45,72,93,63,78,0,46,59,0,13,0,0,0,0.0,24.27,29.84,2.9,18,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
735,965646,2012-07-15,32,58,10,93,63,78,0,46,59,0,13,0,0,0,0.0,24.27,29.84,2.9,18,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
736,970592,2012-07-16,32,9,33,90,59,75,0,51,59,0,10,0,0,0,0.36,24.25,29.85,2.4,20,7.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
737,970628,2012-07-16,32,45,48,90,59,75,0,51,59,0,10,0,0,0,0.36,24.25,29.85,2.4,20,7.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
738,975587,2012-07-17,32,9,14,87,59,73,0,48,58,0,8,0,0,0,0.0,24.29,29.88,1.4,21,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
739,975597,2012-07-17,32,19,1,87,59,73,0,48,58,0,8,0,0,0,0.0,24.29,29.88,1.4,21,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
740,975623,2012-07-17,32,45,48,87,59,73,0,48,58,0,8,0,0,0,0.0,24.29,29.88,1.4,21,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
741,975636,2012-07-17,32,58,4,87,59,73,0,48,58,0,8,0,0,0,0.0,24.29,29.88,1.4,21,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
742,980582,2012-07-18,32,9,24,92,58,75,0,46,58,0,10,0,0,0,0.0,24.36,29.95,6.0,19,8.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
743,980592,2012-07-18,32,19,2,92,58,75,0,46,58,0,10,0,0,0,0.0,24.36,29.95,6.0,19,8.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
744,980618,2012-07-18,32,45,45,92,58,75,0,46,58,0,10,0,0,0,0.0,24.36,29.95,6.0,19,8.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
745,980631,2012-07-18,32,58,3,92,58,75,0,46,58,0,10,0,0,0,0.0,24.36,29.95,6.0,19,8.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
746,985577,2012-07-19,32,9,8,94,61,78,0,44,59,0,13,0,0,0,0.0,24.39,29.99,8.3,16,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
747,985613,2012-07-19,32,45,43,94,61,78,0,44,59,0,13,0,0,0,0.0,24.39,29.99,8.3,16,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
748,985654,2012-07-19,32,86,3,94,61,78,0,44,59,0,13,0,0,0,0.0,24.39,29.99,8.3,16,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
749,990572,2012-07-20,32,9,22,94,61,78,0,43,59,0,13,0,0,0,0.0,24.4,29.98,7.6,16,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
750,990608,2012-07-20,32,45,80,94,61,78,0,43,59,0,13,0,0,0,0.0,24.4,29.98,7.6,16,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
751,990621,2012-07-20,32,58,1,94,61,78,0,43,59,0,13,0,0,0,0.0,24.4,29.98,7.6,16,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
752,990656,2012-07-20,32,93,2,94,61,78,0,43,59,0,13,0,0,0,0.0,24.4,29.98,7.6,16,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
753,995567,2012-07-21,32,9,25,95,61,78,0,43,58,0,13,0,0,0,0.0,24.39,29.96,2.6,20,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
754,995577,2012-07-21,32,19,1,95,61,78,0,43,58,0,13,0,0,0,0.0,24.39,29.96,2.6,20,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
755,995603,2012-07-21,32,45,65,95,61,78,0,43,58,0,13,0,0,0,0.0,24.39,29.96,2.6,20,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
756,995616,2012-07-21,32,58,6,95,61,78,0,43,58,0,13,0,0,0,0.0,24.39,29.96,2.6,20,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
757,995644,2012-07-21,32,86,1,95,61,78,0,43,58,0,13,0,0,0,0.0,24.39,29.96,2.6,20,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
758,995651,2012-07-21,32,93,9,95,61,78,0,43,58,0,13,0,0,0,0.0,24.39,29.96,2.6,20,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
